"provinsi","kabupaten","kecamatan","kelurahan","no_tps","suara_1","suara_2","suara_3","golput"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BOHAR","5","25","61","89","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BOHAR","6","116","82","231","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WAGE","1","59","38","60","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WAGE","2","19","439","589","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WAGE","3","89","21","204","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WAGE","4","153","235","71","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","WAGE","5","22","140","259","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KEDUNGTURI","1","4","220","436","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KEDUNGTURI","2","266","109","216","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KEDUNGTURI","3","15","251","40","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KEDUNGTURI","4","117","275","57","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","JEMUNDO","1","119","103","72","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","JEMUNDO","2","93","88","8","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","JEMUNDO","3","250","108","363","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","JEMUNDO","4","90","0","11","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SADANG","1","145","258","102","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SADANG","2","40","203","14","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SADANG","3","22","70","146","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SADANG","4","312","703","315","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SADANG","5","8","127","42","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SADANG","6","15","174","150","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SADANG","7","174","3","191","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SAMBIBULU","1","236","86","312","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SAMBIBULU","2","222","440","105","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SAMBIBULU","3","290","348","59","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SAMBIBULU","4","87","6","199","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","SAMBIBULU","5","865","70","197","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BRINGINBENDO","1","135","107","39","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BRINGINBENDO","2","181","701","66","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BRINGINBENDO","3","160","288","65","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","BRINGINBENDO","4","824","1119","336","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KRAMATJEGU","1","9","78","110","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KRAMATJEGU","2","209","25","223","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KRAMATJEGU","3","12","188","41","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KRAMATJEGU","4","159","476","47","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KRAMATJEGU","5","433","281","299","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KRAMATJEGU","6","382","157","136","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TROSOBO","1","559","110","43","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TROSOBO","2","13","270","3","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TROSOBO","3","83","110","48","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TROSOBO","4","119","299","132","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TROSOBO","5","84","331","77","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TROSOBO","6","123","52","383","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","PERTAPANMADURETNO","1","485","912","246","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","PERTAPANMADURETNO","2","5","126","92","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","PERTAPANMADURETNO","3","471","193","53","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","PERTAPANMADURETNO","4","106","35","5","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAWANGSARI","1","7","471","10","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAWANGSARI","2","379","6","50","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAWANGSARI","3","117","56","214","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAWANGSARI","4","21","334","194","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAWANGSARI","5","62","83","98","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TAWANGSARI","6","77","463","101","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GILANG","1","369","27","284","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GILANG","2","384","431","110","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GILANG","3","16","32","150","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GILANG","4","8","121","64","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GILANG","5","71","39","17","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GILANG","6","74","183","59","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","GILANG","7","379","127","87","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KLETEK","1","1066","490","169","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KLETEK","2","202","410","44","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KLETEK","3","310","14","49","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KLETEK","4","6","456","448","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KLETEK","5","301","137","45","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TANJUNGSARI","1","102","379","70","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TANJUNGSARI","2","10","472","415","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TANJUNGSARI","3","550","514","22","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TANJUNGSARI","4","213","54","88","11"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","TANJUNGSARI","5","2","75","44","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KREMBANGAN","1","80","137","109","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KREMBANGAN","2","171","401","59","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KREMBANGAN","3","96","648","309","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KREMBANGAN","4","1321","185","137","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TAMAN","KREMBANGAN","5","5","22","43","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KEMASAN","1","100","82","196","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KEMASAN","2","562","650","30","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KEMASAN","3","535","112","248","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KEMASAN","4","190","71","32","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TAMBAK KEMERAKAN","1","167","216","78","7"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TAMBAK KEMERAKAN","2","167","252","28","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TAMBAK KEMERAKAN","3","439","90","29","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TAMBAK KEMERAKAN","4","963","81","158","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TAMBAK KEMERAKAN","5","1198","135","165","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TAMBAK KEMERAKAN","6","4","24","140","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRIAN","1","567","280","86","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRIAN","2","36","195","57","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRIAN","3","175","208","36","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRIAN","4","210","102","257","7"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRIAN","5","48","149","43","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRIAN","6","435","806","34","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SEDENGANMIJEN","1","561","59","364","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SEDENGANMIJEN","2","63","255","29","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SEDENGANMIJEN","3","28","378","17","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SEDENGANMIJEN","4","64","497","18","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SEDENGANMIJEN","5","143","229","111","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SEDENGANMIJEN","6","130","72","230","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SEDENGANMIJEN","7","195","89","42","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KATERUNGAN","1","124","117","64","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KATERUNGAN","2","266","253","255","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KATERUNGAN","3","94","2","192","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KATERUNGAN","4","510","233","378","5"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JERUKGAMPING","1","32","179","51","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JERUKGAMPING","2","65","19","56","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JERUKGAMPING","3","395","110","49","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JERUKGAMPING","4","379","220","30","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JERUKGAMPING","5","228","212","200","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JERUKGAMPING","6","5","260","67","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","GAMPING","1","535","134","110","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","GAMPING","2","84","166","18","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","GAMPING","3","446","249","132","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","GAMPING","4","31","98","11","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","GAMPING","5","212","23","164","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERIK","1","1315","586","120","10"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERIK","2","240","208","925","6"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERIK","3","66","15","113","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERIK","4","23","311","108","11"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERIK","5","93","313","99","7"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JUNWANGI","1","541","12","25","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JUNWANGI","2","529","154","2","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JUNWANGI","3","143","645","430","11"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JUNWANGI","4","82","130","211","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JUNWANGI","5","50","409","211","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JUNWANGI","6","723","44","78","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","JUNWANGI","7","195","158","45","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERUNGKULON","1","56","19","18","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERUNGKULON","2","73","335","43","5"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERUNGKULON","3","30","54","66","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERUNGKULON","4","678","154","191","5"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERUNGKULON","5","268","119","352","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERUNGWETAN","1","284","79","14","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERUNGWETAN","2","47","335","166","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERUNGWETAN","3","203","164","85","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERUNGWETAN","4","111","80","143","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TERUNGWETAN","5","153","682","35","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KEBOHARAN","1","530","78","165","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KEBOHARAN","2","767","78","29","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KEBOHARAN","3","19","191","25","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KEBOHARAN","4","121","97","80","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","PONOKAWAN","1","349","344","218","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","PONOKAWAN","2","5","14","194","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","PONOKAWAN","3","63","510","250","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","PONOKAWAN","4","12","414","36","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOMOJO","1","539","66","652","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOMOJO","2","422","45","148","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOMOJO","3","330","427","31","6"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOMOJO","4","294","523","767","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOMOJO","5","51","12","165","9"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOMOJO","6","77","59","278","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRATON","1","41","607","19","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRATON","2","60","50","9","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRATON","3","243","25","265","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRATON","4","258","448","33","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRATON","5","630","36","37","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","KRATON","6","102","113","60","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TEMPEL","1","19","40","165","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TEMPEL","2","20","506","10","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TEMPEL","3","43","42","96","6"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","TEMPEL","4","104","173","155","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","WATUGOLONG","1","417","153","38","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","WATUGOLONG","2","51","83","56","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","WATUGOLONG","3","132","207","36","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","WATUGOLONG","4","315","37","96","6"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","WATUGOLONG","5","738","136","80","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","WATUGOLONG","6","39","93","163","5"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","WATUGOLONG","7","23","32","67","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","BARENGKRAJAN","1","108","168","9","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","BARENGKRAJAN","2","270","38","94","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","BARENGKRAJAN","3","557","68","73","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","BARENGKRAJAN","4","49","386","19","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","BARENGKRAJAN","5","139","344","14","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","BARENGKRAJAN","6","495","415","65","5"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","BARENGKRAJAN","7","33","7","146","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOREJO","1","235","315","147","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOREJO","2","104","613","380","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOREJO","3","72","309","380","3"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOREJO","4","94","133","154","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOREJO","5","72","236","324","4"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOREJO","6","189","682","60","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKUPANG","1","6","468","103","5"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKUPANG","2","321","59","203","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKUPANG","3","2","64","11","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKUPANG","4","297","136","16","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUMOKEMBANGSRI","1","206","568","199","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUMOKEMBANGSRI","2","59","92","186","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUMOKEMBANGSRI","3","174","716","14","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUMOKEMBANGSRI","4","131","139","399","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUMOKEMBANGSRI","5","212","78","65","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUMOKEMBANGSRI","6","339","581","43","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SINGKALAN","1","200","67","105","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SINGKALAN","2","29","63","534","5"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SINGKALAN","3","651","113","256","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SINGKALAN","4","221","230","55","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SINGKALAN","5","12","59","61","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SINGKALAN","6","315","274","1","4"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SINGKALAN","7","108","67","18","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKUNGPRINGGONDANI","1","483","81","70","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKUNGPRINGGONDANI","2","17","28","16","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKUNGPRINGGONDANI","3","6","211","81","8"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKUNGPRINGGONDANI","4","316","121","113","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKARANG","1","292","480","6","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKARANG","2","49","68","169","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKARANG","3","18","336","110","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKARANG","4","581","27","61","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKARANG","5","539","115","98","11"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKARANG","6","73","320","0","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WONOKARANG","7","276","86","133","8"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SEDURI","1","105","304","140","4"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SEDURI","2","289","1003","221","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SEDURI","3","75","216","146","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SEDURI","4","13","470","87","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SEDURI","5","44","49","269","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKALANWRINGINPITU","1","100","164","158","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKALANWRINGINPITU","2","104","94","50","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKALANWRINGINPITU","3","482","57","110","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKALANWRINGINPITU","4","281","143","20","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKALANWRINGINPITU","5","102","17","100","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKALANWRINGINPITU","6","1","94","94","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BAKALANWRINGINPITU","7","367","20","134","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","GAGANGKEPUHSARI","1","899","1390","333","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","GAGANGKEPUHSARI","2","7","9","99","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","GAGANGKEPUHSARI","3","158","562","154","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","GAGANGKEPUHSARI","4","124","97","1","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUWALUH","1","234","33","379","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUWALUH","2","105","390","115","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUWALUH","3","41","43","168","4"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUWALUH","4","593","233","242","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUWALUH","5","172","92","303","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SUWALUH","6","65","187","38","7"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WATESARI","1","15","149","123","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WATESARI","2","144","57","99","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WATESARI","3","135","105","26","4"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WATESARI","4","262","71","15","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SEKETI","1","297","227","119","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SEKETI","2","229","77","77","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SEKETI","3","101","336","34","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SEKETI","4","30","4","29","8"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","SEKETI","5","226","152","57","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","KEMANGSEN","1","111","10","46","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","KEMANGSEN","2","200","200","327","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","KEMANGSEN","3","15","531","64","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","KEMANGSEN","4","42","16","262","12"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","KEMANGSEN","5","68","56","106","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JABARAN","1","135","134","97","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JABARAN","2","14","178","102","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JABARAN","3","66","154","80","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JABARAN","4","79","411","109","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JABARAN","5","274","553","62","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JABARAN","6","81","151","47","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JABARAN","7","98","39","193","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BALONGBENDO","1","60","22","221","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BALONGBENDO","2","376","465","47","5"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BALONGBENDO","3","384","441","28","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","BALONGBENDO","4","24","62","84","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JERUKLEGI","1","8","170","9","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JERUKLEGI","2","252","101","160","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JERUKLEGI","3","102","34","442","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JERUKLEGI","4","365","126","15","4"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JERUKLEGI","5","127","17","18","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","JERUKLEGI","6","129","308","150","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","PENAMBANGAN","1","136","292","207","6"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","PENAMBANGAN","2","23","157","76","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","PENAMBANGAN","3","260","857","94","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","PENAMBANGAN","4","197","50","1","8"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","PENAMBANGAN","5","586","121","39","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","PENAMBANGAN","6","49","101","107","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WARUBERON","1","25","398","81","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WARUBERON","2","120","146","445","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BALONGBENDO","WARUBERON","3","98","1199","16","2"
